carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,82100,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,RENAULT,null,78000,km,Alpine A310 V6 VFA-2700 VAA,RENAULT Alpine A310 V6 VFA-2700 VAA,null,car,null,null,null
Convertible,Yellow,Occasion,null,null,Zuzwil,null,ROLLS-ROYCE,null,19720,km,CORNICHE Cabrio,ROLLS-ROYCE CORNICHE Cabrio,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,JAGUAR,null,89666,km,XKR S/C,JAGUAR XKR S/C,null,car,null,null,null
Other,Gray,Occasion,null,null,Zuzwil,null,FIAT,null,75200,km,Punto 1.8 16V HGT,FIAT Punto 1.8 16V HGT,null,car,null,null,null
Convertible,White,Oldtimer,null,null,Zuzwil,null,ALFA ROMEO,null,106000,km,SPIDER 1300 Junior,ALFA ROMEO SPIDER 1300 Junior,null,car,null,null,null
SUV,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,13700,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,FORD,null,36100,km,CAPRI RS 2600,FORD CAPRI RS 2600,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,39800,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,110800,km,S 350 L 4Matic,MERCEDES-BENZ S 350 L 4Matic,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,MASERATI,null,62700,km,Quattroporte 4.2,MASERATI Quattroporte 4.2,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,PORSCHE,null,139900,km,911 Carrera 4S,PORSCHE 911 Carrera 4S,null,car,null,null,null
Station Wagon,Red,Occasion,null,null,Zuzwil,null,AUDI,null,196300,km,A4 Avant 2.8 q.Ambition,AUDI A4 Avant 2.8 q.Ambition,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,45600,km,S 63 AMG L,MERCEDES-BENZ S 63 AMG L,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,19400,km,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,ASTON MARTIN,null,28800,km,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,31400,km,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,HONDA,null,111500,km,Legend V6 3.5i,HONDA Legend V6 3.5i,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,FERRARI,null,35000,km,456M GT,FERRARI 456M GT,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,BMW,null,38000,km,528i Touring,BMW 528i Touring,null,car,null,null,null
Saloon,Gold,Occasion,null,null,Zuzwil,null,DAIMLER,null,94800,km,Six 4.0,DAIMLER Six 4.0,null,car,null,null,null
Other,Silver,Occasion,null,null,Zuzwil,null,RENAULT,null,147800,km,R5 Alpine,RENAULT R5 Alpine,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,ROLLS-ROYCE,null,73800,km,Silver Spur,ROLLS-ROYCE Silver Spur,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,27900,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,15300,km,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,null,car,null,null,null
Convertible,White,Occasion,null,null,Zuzwil,null,PORSCHE,null,29800,km,911 Carrera S Cabrio,PORSCHE 911 Carrera S Cabrio,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,38000,km,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,145100,km,C 320 Elégance,MERCEDES-BENZ C 320 Elégance,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,69200,km,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,BMW,null,60700,km,750i,BMW 750i,null,car,null,null,null
Saloon,Green,Occasion,null,null,Zuzwil,null,BMW,null,54600,km,M5,BMW M5,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,OPEL,null,90600,km,Vectra 2.8 T V6 Cosmo,OPEL Vectra 2.8 T V6 Cosmo,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,73900,km,S 55 L AMG,MERCEDES-BENZ S 55 L AMG,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,29100,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,128800,km,S 600 L,MERCEDES-BENZ S 600 L,null,car,null,null,null
Convertible,White,Occasion,null,null,Zuzwil,null,PORSCHE,null,14000,km,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,16300,km,911 GTR (GT3),PORSCHE 911 GTR (GT3),null,car,null,null,null
Other,Gray,Oldtimer,null,null,Zuzwil,null,RENAULT,null,45000,km,R8 Gordini,RENAULT R8 Gordini,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,52400,km,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,ASTON MARTIN,null,71300,km,DBS Volante,ASTON MARTIN DBS Volante,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,BMW,null,55000,km,M6,BMW M6,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,132600,km,E 420 Avantgarde,MERCEDES-BENZ E 420 Avantgarde,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,79500,km,CL 500 4Matic,MERCEDES-BENZ CL 500 4Matic,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,74000,km,911 Targa,PORSCHE 911 Targa,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,29800,km,E 250 CGI BlueEff Avgarde,MERCEDES-BENZ E 250 CGI BlueEff Avgarde,null,car,null,null,null
SUV,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,127000,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,LAND ROVER,null,99900,km,Range Rover 3.6 d HSE,LAND ROVER Range Rover 3.6 d HSE,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,111000,km,S 600,MERCEDES-BENZ S 600,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,52000,km,S 500,MERCEDES-BENZ S 500,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,NSU,null,75000,km,TTS,NSU TTS,null,car,null,null,null
Saloon,Yellow,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,42000,km,S 400 CDI,MERCEDES-BENZ S 400 CDI,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,82000,km,535d xDrive,BMW 535d xDrive,null,car,null,null,null
Convertible,Orange,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,89100,km,SL 60,MERCEDES-BENZ SL 60,null,car,null,null,null
SUV,Blue,Occasion,null,null,Zuzwil,null,LAND ROVER,null,49700,km,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,null,car,null,null,null
Saloon,Orange,Occasion,null,null,Zuzwil,null,MASERATI,null,33600,km,Quattroporte 4.2 Exec. GT,MASERATI Quattroporte 4.2 Exec. GT,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,BMW,null,48000,km,M6,BMW M6,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,MITSUBISHI,null,35200,km,Lancer Evo VII,MITSUBISHI Lancer Evo VII,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,TOYOTA,null,38700,km,CELICA 2000GT,TOYOTA CELICA 2000GT,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,FERRARI,null,34600,km,F355 Spider,FERRARI F355 Spider,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,SAAB,null,104400,km,9-3 2.0T Performance,SAAB 9-3 2.0T Performance,null,car,null,null,null
SUV,Gray,Occasion,null,null,Zuzwil,null,LAND ROVER,null,42000,km,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,LOTUS,null,75100,km,Elise,LOTUS Elise,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,36700,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,81900,km,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,47700,km,911 Carrera 4,PORSCHE 911 Carrera 4,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,FERRARI,null,5000,km,F430 Challenge GT3 LOOK,FERRARI F430 Challenge GT3 LOOK,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,21400,km,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,106000,km,E 240 Avantgarde,MERCEDES-BENZ E 240 Avantgarde,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,VW,null,175000,km,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,BENTLEY,null,101500,km,Mulsanne Turbo,BENTLEY Mulsanne Turbo,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,MASERATI,null,49300,km,Spyder GT,MASERATI Spyder GT,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,48300,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,125000,km,quattro Turbo 20V,AUDI quattro Turbo 20V,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,MASERATI,null,96000,km,Quattroporte 4.7 S,MASERATI Quattroporte 4.7 S,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,48300,km,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,118000,km,ML 500,MERCEDES-BENZ ML 500,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,PORSCHE,null,77600,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
SUV,Beige,Occasion,null,null,Zuzwil,null,BMW,null,40500,km,X5 4.4i,BMW X5 4.4i,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,3600,km,S7 Sportback 4.0 TFSI V8 quattro,AUDI S7 Sportback 4.0 TFSI V8 quattro,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,JAGUAR,null,74000,km,XJ8 4.2 V8 Sovereign,JAGUAR XJ8 4.2 V8 Sovereign,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,FERRARI,null,16600,km,F360 Spider,FERRARI F360 Spider,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,3200,km,SLK 350,MERCEDES-BENZ SLK 350,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,BENTLEY,null,142000,km,Continental GT 6.0,BENTLEY Continental GT 6.0,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,PORSCHE,null,58200,km,911 Carrera,PORSCHE 911 Carrera,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,75400,km,CL 600,MERCEDES-BENZ CL 600,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,316200,km,S3 quattro,AUDI S3 quattro,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,BMW,null,78700,km,540i,BMW 540i,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Basel,null,BENTLEY,null,15600,km,Arnage T,BENTLEY Arnage T,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,BMW,null,82500,km,323i Sport Edition,BMW 323i Sport Edition,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,RENAULT,null,14873,km,R12 Gordini,RENAULT R12 Gordini,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,4900,km,Gallardo LP560-4 Spyder,LAMBORGHINI Gallardo LP560-4 Spyder,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,BMW,null,162000,km,320d Touring,BMW 320d Touring,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,BMW,null,79500,km,330Ci,BMW 330Ci,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,JAGUAR,null,99900,km,XJR 4.0 Supercharged,JAGUAR XJR 4.0 Supercharged,null,car,null,null,null
Convertible,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,22100,km,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,99500,km,S 600,MERCEDES-BENZ S 600,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,35800,km,CL 63 AMG FAB DESIGN,MERCEDES-BENZ CL 63 AMG FAB DESIGN,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,38200,km,911 GT2,PORSCHE 911 GT2,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,39000,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,LAND ROVER,null,15000,km,Range Rover Sport 5.0 V8 SC,LAND ROVER Range Rover Sport 5.0 V8 SC,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,75600,km,911 Carrera 4 S Cabrio,PORSCHE 911 Carrera 4 S Cabrio,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,VW,null,31300,km,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,null,car,null,null,null
Station Wagon,Gray,Occasion,null,null,Zuzwil,null,AUDI,null,93500,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,121000,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,101900,km,A4 Avant 3.0 V6,AUDI A4 Avant 3.0 V6,null,car,null,null,null
Station Wagon,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,83000,km,E 320 Avantgarde,MERCEDES-BENZ E 320 Avantgarde,null,car,null,null,null
Station Wagon,Gray,Occasion,null,null,Zuzwil,null,AUDI,null,36700,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,WIESMANN,null,34600,km,GT MF5,WIESMANN GT MF5,null,car,null,null,null
null,Black,Occasion,null,null,Zuzwil,null,HARLEY-DAVIDSON,null,100,km,HPU Hurricane TC,HARLEY-DAVIDSON HPU Hurricane TC,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,BENTLEY,null,39100,km,Brooklands,BENTLEY Brooklands,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,AUDI,null,69900,km,A8 4.2 quattro,AUDI A8 4.2 quattro,null,car,null,null,null
Coupé,Yellow,Occasion,null,null,Zuzwil,null,FERRARI,null,28100,km,F355 Berlinetta,FERRARI F355 Berlinetta,null,car,null,null,null
Saloon,Gray,Oldtimer,null,null,Zuzwil,null,BMW,null,104650,km,1602,BMW 1602,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,16000,km,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,27600,km,745i,BMW 745i,null,car,null,null,null
Saloon,Green,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,75000,km,E 430 Avantgarde,MERCEDES-BENZ E 430 Avantgarde,null,car,null,null,null
Coupé,Gray,Neu,null,null,Zuzwil,null,LAMBORGHINI,null,300,km,Huracan LP610-4 Coupé,LAMBORGHINI Huracan LP610-4 Coupé,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,BENTLEY,null,47500,km,TURBO,BENTLEY TURBO,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,101300,km,911 Turbo II,PORSCHE 911 Turbo II,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,36600,km,CL 600,MERCEDES-BENZ CL 600,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,OPEL,null,9000,km,Speedster 2.2 16V,OPEL Speedster 2.2 16V,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,47000,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
SUV,White,Occasion,null,null,Zuzwil,null,PORSCHE,null,1000,km,Cayenne S,PORSCHE Cayenne S,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,112800,km,S 500,MERCEDES-BENZ S 500,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,45200,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,20000,km,Gallardo 5.0 V10 Coupé SE,LAMBORGHINI Gallardo 5.0 V10 Coupé SE,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,52500,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,92300,km,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,OPEL,null,60990,km,MANTA 400 Breitbau,OPEL MANTA 400 Breitbau,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,42000,km,Gallardo Superleggera,LAMBORGHINI Gallardo Superleggera,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,BMW,null,62300,km,M5,BMW M5,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,74500,km,S 500 L,MERCEDES-BENZ S 500 L,null,car,null,null,null
Station Wagon,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,140200,km,E 350 Elégance 4Matic,MERCEDES-BENZ E 350 Elégance 4Matic,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,34500,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,29800,km,SLR McLaren,MERCEDES-BENZ SLR McLaren,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,BMW,null,23900,km,M3,BMW M3,null,car,null,null,null
Saloon,Yellow,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,128000,km,S 320,MERCEDES-BENZ S 320,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,62700,km,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,72200,km,CL 500 Prime Edition,MERCEDES-BENZ CL 500 Prime Edition,null,car,null,null,null
Convertible,White,Occasion,null,null,Zuzwil,null,McLAREN,null,12000,km,MP4-12C Cabriolet 3.8 V8,McLAREN MP4-12C Cabriolet 3.8 V8,null,car,null,null,null
Other,Blue,Occasion,null,null,Zuzwil,null,DAIHATSU,null,61800,km,Charade 1.0 Turbo,DAIHATSU Charade 1.0 Turbo,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,55900,km,CL 500,MERCEDES-BENZ CL 500,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,99999,km,CL 600,MERCEDES-BENZ CL 600,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,BENTLEY,null,50900,km,Continental GTC 6.0,BENTLEY Continental GTC 6.0,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,MASERATI,null,61400,km,Coupé GT,MASERATI Coupé GT,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,44000,km,A8 4.2 quattro,AUDI A8 4.2 quattro,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,45000,km,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BENTLEY,null,85700,km,Arnage Green Label,BENTLEY Arnage Green Label,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,BMW,null,29800,km,M5,BMW M5,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,BMW,null,34400,km,728i,BMW 728i,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,156800,km,SL 320,MERCEDES-BENZ SL 320,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,LOTUS,null,16000,km,HKT Seven GTS,LOTUS HKT Seven GTS,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,80000,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,MASERATI,null,38400,km,Coupé GranSport,MASERATI Coupé GranSport,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,21400,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,TOYOTA,null,101400,km,Corolla 1600 GTi TC16,TOYOTA Corolla 1600 GTi TC16,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,DAIMLER,null,100,km,V8 4.0,DAIMLER V8 4.0,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,McLAREN,null,23000,km,MP4-12C Coupé 3.8 V8,McLAREN MP4-12C Coupé 3.8 V8,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,BMW,null,142000,km,M3,BMW M3,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Porrentruy,null,LAMBORGHINI,null,49500,km,Diablo 5.7,LAMBORGHINI Diablo 5.7,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,111900,km,750iL,BMW 750iL,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,60500,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,32700,km,S 500 L,MERCEDES-BENZ S 500 L,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BENTLEY,null,111600,km,Arnage Red Label,BENTLEY Arnage Red Label,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MASERATI,null,40600,km,Ghibli 2.8 GT,MASERATI Ghibli 2.8 GT,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Sursee,null,CHEVROLET,null,10000,km,CAMARO,CHEVROLET CAMARO,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,59500,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,73400,km,CL 600,MERCEDES-BENZ CL 600,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,121900,km,S 55 AMG,MERCEDES-BENZ S 55 AMG,null,car,null,null,null
Coupé,Silver,Oldtimer,null,null,Zuzwil,null,MG,null,86000,km,M Roadster,MG M Roadster,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,BMW,null,58300,km,M6,BMW M6,null,car,null,null,null
Saloon,Silver,Oldtimer,null,null,Zuzwil,null,BMW-ALPINA,null,129400,km,7 SERIES B7 Turbo Limousine,BMW-ALPINA 7 SERIES B7 Turbo Limousine,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,40900,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MATRA,null,52000,km,SIMCA Bagheera Serie II,MATRA SIMCA Bagheera Serie II,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,FIAT,null,9999,km,850 Spider,FIAT 850 Spider,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,39900,km,E 63 AMG Avantgarde,MERCEDES-BENZ E 63 AMG Avantgarde,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,MASERATI,null,46050,km,Quattroporte 4.2,MASERATI Quattroporte 4.2,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,MASERATI,null,29000,km,Quattroporte 4.7 S,MASERATI Quattroporte 4.7 S,null,car,null,null,null
